Name,Number,Position,Height,Weight,Class,High School/JUCO,Hometown
"Smith, Chris",49,LB,5100,225,RS SR,North Plainfield,"North Plainfield, N.J."
"Sullivan, Adrian",69,OG,6030,298,RS SR,Babylon,"Babylon, N.Y."
"Taylor, Jullian",94,DL,6050,280,RS SR,Williamstown (N.J.),"Glenside, Pa."
"Thomas, Ahmad",25,DB,5090,185,RS FR,St.Peter's Prep,"Newark, N.J."
"Thomas, Derrek",21,DB,6030,193,RS JR/TR,Bishop Maginn,"Albany,NY"
"Thomas, Gordon",63,OL,5100,303,RS JR,Imhotep,"Philadelphia, PA"
"Thomas, Jyquis",28,FS,6010,211,RS JR,Plant City,"Plant City, FL"
"Trahan, Hez",96,DL,6030,255,RS JR,Roman Catholic,"Philadelphia, Pa."
"Tyler, Amir",26,DB,6000,195,RS FR,Lakewood,"Lakewood, N.J."
"Walls, Benny",32,SS,6010,208,SO,St. Joe's Prep,"Cinnaminson, N.J."
"Washington, Collin",0,DB,6010,185,FR,Central,"Philadelphia, Pa."
"Webb, Greg",89,NT,6010,312,RS SR/TR,Timber Creek,"Sicklerville, N.J."
"Williams, Casey",46,LB,6030,220,FR,South Philadelphia,"Philadelphia, PA"
"Williams, Travon",26,WR,5080,160,RS SO,New Foundations Charter,"Philadelphia, Pa."
"Wilson, Taiyir",42,FB,6020,245,FR,Perkiomen Valley,"Collegeville, Penn."
"Wright, Isaiah",13,WR,6020,207,SO,Kingswood-Oxford,"West Hartford, Conn."
"Yancy, Brodrick",14,WR,5100,195,RS JR,Manatee,"Bradenton, FL"
"Yeboah, Kenny",84,TE,6050,225,RS FR,Parkland Senior,"Allentown, Pa."
